cpc_1,cpc_2,convergence_prob,actually_converged,jaccard_cutoff,jaccard_target,convergence_type
G11B,H03M,0.0018,0,0.035581,0.041905,ASYM
C08L,H01B,0.0018,0,0.03256,0.025335,GPT
B65D,B31B,0.0018,0,0.049525,0.044369,GPT
B01D,F02M,0.0018,0,0.017937,0.024601,GPT
C08G,C07F,0.0018,0,0.031226,0.04036,ASYM
A43B,A43C,0.0018,0,0.340909,0.204918,ASYM
F16C,H02K,0.0018,0,0.040903,0.05252,SYM
A23L,A23D,0.0018,0,0.09008,0.120499,GPT
A61M,A61J,0.0018,0,0.069288,0.062998,GPT
G03G,B65H,0.0018,0,0.067196,0.061885,ASYM
G02B,G03B,0.0018,0,0.0276,0.039056,GPT
H04N,G06T,0.0018,0,0.100364,0.127246,GPT
B65H,B31B,0.0018,0,0.022117,0.018371,GPT
G01N,G01M,0.0018,0,0.018698,0.015062,GPT
F16F,F16J,0.0018,0,0.024254,0.010593,SYM
C07K,C12P,0.0018,0,0.045126,0.032541,ASYM
G03F,H05K,0.0017,0,0.037213,0.043366,ASYM
G21C,G21F,0.0017,0,0.075269,0.053763,SYM
C23C,H01J,0.0017,0,0.076965,0.078337,ASYM
B60K,F16D,0.0017,0,0.047255,0.037291,SYM
A61F,A61L,0.0017,0,0.206667,0.174037,SYM
F16B,A47B,0.0017,0,0.051724,0.075217,GPT
A01K,A01J,0.0017,0,0.075697,0.124242,ASYM
F24F,B60H,0.0017,0,0.075472,0.076923,SYM
C04B,H01G,0.0017,0,0.03516,0.025701,GPT
F16B,F16D,0.0017,0,0.026364,0.02861,SYM
B65H,D03D,0.0016,0,0.03775,0.039124,GPT
F16H,F16D,0.0016,0,0.092462,0.087372,SYM
A61K,A61L,0.0016,0,0.030059,0.027495,GPT
H04N,G06K,0.0016,0,0.033664,0.052327,ASYM
C07K,A61P,0.0016,0,0.136998,0.187715,ASYM
C23F,C09K,0.0016,0,0.020231,0.014758,GPT
C09B,D06P,0.0016,0,0.135965,0.128878,ASYM
B60C,D07B,0.0016,0,0.102649,0.092262,ASYM
F04D,F05D,0.0016,0,0.107345,0.126667,ASYM
G01N,C12N,0.0016,0,0.037846,0.049976,SYM
B22D,B22C,0.0016,0,0.080645,0.138686,ASYM
C07D,C08K,0.0016,0,0.022047,0.016539,ASYM
H01H,H02H,0.0016,0,0.065593,0.045802,ASYM
G01R,H01F,0.0016,0,0.036602,0.049728,SYM
H04B,H04J,0.0016,0,0.057114,0.086721,ASYM
H01L,G01R,0.0016,0,0.018418,0.01759,ASYM
H01L,H01S,0.0016,0,0.024702,0.026353,GPT
G03F,G03C,0.0016,0,0.097283,0.07732,SYM
F02M,B60K,0.0015,0,0.030008,0.025114,SYM
C08K,C09J,0.0015,0,0.030596,0.024799,ASYM
B65D,B29L,0.0015,0,0.046752,0.043405,SYM
H03B,H03L,0.0015,0,0.130435,0.100946,ASYM
A61C,A61B,0.0015,0,0.025308,0.034243,GPT
C09D,C04B,0.0015,0,0.01929,0.02801,SYM
H05K,B32B,0.0015,0,0.031606,0.026052,SYM
G06F,G06K,0.0015,0,0.035359,0.036952,ASYM
G01N,A61K,0.0015,0,0.024328,0.029032,ASYM
F24D,F24H,0.0015,0,0.116438,0.127413,SYM
G03G,C09B,0.0015,0,0.040834,0.036957,SYM
C04B,C01G,0.0015,0,0.047796,0.027734,GPT
C08F,C08J,0.0015,0,0.045974,0.060546,SYM
A61P,C07J,0.0015,0,0.014426,0.025565,GPT
C07C,A01N,0.0014,0,0.067596,0.046079,ASYM
F23D,F23C,0.0014,0,0.186813,0.276923,SYM
B60G,B60T,0.0014,0,0.036496,0.054282,SYM
C08K,C01P,0.0014,0,0.03972,0.04437,ASYM
G06F,H04L,0.0014,0,0.07581,0.072665,SYM
H01L,C23C,0.0014,0,0.052529,0.057704,SYM
C22C,B23K,0.0014,0,0.024555,0.026452,SYM
B01D,C08G,0.0014,0,0.014574,0.011538,SYM
B65B,B31B,0.0014,0,0.062419,0.0612,GPT
G01N,G02B,0.0014,0,0.014597,0.011129,SYM
H05K,C23C,0.0014,0,0.039637,0.030921,SYM
A61K,A23K,0.0014,0,0.015423,0.007552,GPT
B01J,C02F,0.0014,0,0.038156,0.037971,GPT
G06F,G11C,0.0014,0,0.095914,0.098322,ASYM
A61B,G01T,0.0014,0,0.026334,0.022337,GPT
H01R,H02K,0.0014,0,0.027562,0.033776,SYM
G01S,G01C,0.0014,0,0.049731,0.069079,ASYM
C04B,C01P,0.0014,0,0.068443,0.050337,ASYM
H04B,H04W,0.0014,0,0.118243,0.143914,GPT
C03C,C04B,0.0013,0,0.039056,0.049955,ASYM
G01R,G11C,0.0013,0,0.031182,0.032064,SYM
B05B,A01M,0.0013,0,0.040111,0.014556,GPT
E02B,E02D,0.0013,0,0.093656,0.07438,ASYM
E03C,F16K,0.0013,0,0.04375,0.04271,GPT
F16C,F16D,0.0013,0,0.046787,0.054035,SYM
G01R,G01D,0.0013,0,0.032717,0.041698,SYM
F24C,A47J,0.0013,0,0.081206,0.062201,SYM
F27D,C21C,0.0013,0,0.156909,0.178733,ASYM
G06F,H04M,0.0013,0,0.027698,0.02133,ASYM
B60R,B60N,0.0013,0,0.063686,0.057269,GPT
F16H,F02B,0.0013,0,0.027942,0.023572,SYM
H04B,H04L,0.0013,0,0.108966,0.09398,SYM
C07C,A61Q,0.0013,0,0.0187,0.029686,ASYM
H04N,H04B,0.0013,0,0.016984,0.019771,ASYM
A23D,A23G,0.0013,0,0.107066,0.106742,ASYM
H04N,G11B,0.0013,0,0.09003,0.124159,SYM
C09D,C08L,0.0012,0,0.090886,0.094389,ASYM
C01P,C09C,0.0012,0,0.371194,0.363522,ASYM
F16L,E21B,0.0012,0,0.063008,0.052511,ASYM
G02F,H01S,0.0012,0,0.059984,0.06137,SYM
B65H,B41J,0.0012,0,0.042044,0.035897,ASYM
H04N,H10F,0.0012,0,0.031298,0.030015,GPT
B41N,B41F,0.0012,0,0.065463,0.050325,GPT
A23L,A23V,0.0012,0,0.080283,0.10073,GPT
A23L,A23G,0.0012,0,0.134945,0.12375,ASYM
B65G,B07C,0.0012,0,0.033219,0.03915,GPT
F16C,B23Q,0.0012,0,0.028537,0.027027,SYM
H03K,H03L,0.0012,0,0.036385,0.053203,GPT
G06K,B42D,0.0012,0,0.041909,0.033642,GPT
G03G,G06K,0.0012,0,0.023396,0.023921,SYM
A61K,C07D,0.0012,0,0.047065,0.065359,SYM
B65B,B65D,0.0012,0,0.076433,0.084785,ASYM
H04N,G09G,0.0012,0,0.063918,0.057117,GPT
C08K,C09C,0.0012,0,0.043951,0.047389,GPT
G01B,G01D,0.0012,0,0.115385,0.115847,SYM
H04B,H01S,0.0012,0,0.040865,0.058159,SYM
C03B,C03C,0.0012,0,0.127139,0.13664,ASYM
C10M,C10L,0.0012,0,0.124746,0.138501,ASYM
C08F,C07C,0.0012,0,0.026226,0.030529,ASYM
F23J,F23G,0.0012,0,0.171975,0.155882,SYM
F02F,F05C,0.0012,0,0.167832,0.122414,ASYM
H01L,G06K,0.0012,0,0.022172,0.022479,ASYM
B60T,F16D,0.0012,0,0.128755,0.071103,SYM
H10D,H03K,0.0011,0,0.043705,0.035421,SYM
C07C,C11D,0.0011,0,0.02361,0.03075,GPT
B29C,B65B,0.0011,0,0.029665,0.031735,GPT
G05B,G05D,0.0011,0,0.035357,0.047128,SYM
H02M,H03K,0.0011,0,0.073347,0.06042,ASYM
H01J,H05H,0.0011,0,0.051899,0.066802,GPT
B29K,B32B,0.0011,0,0.058442,0.077429,SYM
G06K,G11B,0.0011,0,0.028733,0.019791,ASYM
A61F,G02C,0.0011,0,0.023077,0.021214,GPT
A23G,A23V,0.0011,0,0.076923,0.033537,ASYM
C08F,C10M,0.0011,0,0.039122,0.039794,ASYM
H02J,H02M,0.0011,0,0.094812,0.084559,SYM
E04B,E04C,0.0011,0,0.145527,0.183161,SYM
F05D,F01D,0.0011,0,0.238916,0.359447,SYM
H10D,B82Y,0.0011,0,0.024158,0.024678,SYM
C12N,C12M,0.0011,0,0.023918,0.015477,GPT
A01C,A01B,0.0011,0,0.165138,0.202312,SYM
C01B,F25J,0.0011,0,0.026227,0.019417,GPT
F05D,F02C,0.0011,0,0.137725,0.126521,SYM
B60T,B62D,0.0011,0,0.044465,0.032528,SYM
D21G,F16C,0.0011,0,0.046039,0.042889,GPT
E05B,E05C,0.001,0,0.392027,0.474747,SYM
B29C,B32B,0.001,0,0.069504,0.081621,ASYM
H04B,H03D,0.001,0,0.036424,0.03438,GPT
C07C,C09K,0.001,0,0.042841,0.038497,ASYM
C08L,C04B,0.001,0,0.013852,0.014588,SYM
B01D,B01J,0.001,0,0.108327,0.114751,SYM
G02B,H01S,0.001,0,0.051258,0.056881,GPT
G06F,H03M,0.001,0,0.038346,0.026964,GPT
A01N,B27K,0.001,0,0.035272,0.017513,GPT
G02B,A61B,0.001,0,0.017259,0.018091,SYM
G01B,B23Q,0.001,0,0.037226,0.020871,SYM
G02B,G11B,0.001,0,0.018797,0.013458,SYM
C04B,B28B,0.001,0,0.034641,0.02906,GPT
F02B,F02D,0.001,0,0.167987,0.173988,ASYM
H02P,H02M,0.001,0,0.086743,0.072559,SYM
H05K,C08G,0.001,0,0.019499,0.023593,SYM
H04L,H03M,0.001,0,0.065603,0.062316,ASYM
C08F,B01J,0.001,0,0.025661,0.043099,SYM
C04B,C08K,0.001,0,0.018726,0.018182,SYM
H04N,G02F,0.001,0,0.025021,0.022539,ASYM
B24B,B24D,0.001,0,0.110619,0.11588,ASYM
B01J,C08G,0.001,0,0.013735,0.015896,SYM
A61B,H05G,0.001,0,0.023961,0.012843,GPT
B01D,C04B,0.001,0,0.01685,0.016761,SYM
C09D,C09K,0.001,0,0.034645,0.034957,SYM
B22F,H01F,0.0009,0,0.048458,0.035349,SYM
C03C,G02B,0.0009,0,0.046023,0.042324,ASYM
F16L,E03F,0.0009,0,0.041035,0.025257,GPT
C08F,C09J,0.0009,0,0.052341,0.054685,ASYM
G01N,G01B,0.0009,0,0.02859,0.026316,GPT
B29C,C08G,0.0009,0,0.011207,0.014014,SYM
B65D,A61J,0.0009,0,0.03426,0.039024,GPT
B09C,C02F,0.0009,0,0.049231,0.075082,GPT
G02F,C09K,0.0009,0,0.064487,0.068547,ASYM
C12N,A61P,0.0009,0,0.062144,0.076591,ASYM
H05K,B23K,0.0009,0,0.054622,0.050397,ASYM
G06F,H05K,0.0009,0,0.01556,0.013265,SYM
F05C,F04B,0.0009,0,0.046847,0.089869,ASYM
C07D,G03C,0.0009,0,0.017525,0.019908,GPT
G02F,G02B,0.0009,0,0.053719,0.083975,ASYM
G21C,G21D,0.0009,0,0.140152,0.060241,GPT
G11C,H03K,0.0009,0,0.069514,0.070615,SYM
B29C,C08J,0.0009,0,0.064252,0.061971,ASYM
B60R,B62D,0.0009,0,0.042658,0.045039,SYM
C08G,C09K,0.0009,0,0.036156,0.042207,ASYM
G09G,G02F,0.0009,0,0.086538,0.084337,ASYM
C08G,C08J,0.0009,0,0.0706,0.080479,ASYM
B23Q,B65G,0.0009,0,0.027832,0.021261,SYM
C01P,C01F,0.0009,0,0.196685,0.176829,ASYM
G01N,G01J,0.0009,0,0.053669,0.035607,GPT
C23C,H10N,0.0009,0,0.037127,0.023508,ASYM
F02B,F01B,0.0008,0,0.025157,0.034058,GPT
G06F,G06T,0.0008,0,0.042874,0.053816,ASYM
H04L,H04Q,0.0008,0,0.098842,0.141782,ASYM
F21V,F21Y,0.0008,0,0.188811,0.199396,GPT
C07D,C07H,0.0008,0,0.025986,0.023195,GPT
A23C,A23D,0.0008,0,0.114362,0.077419,SYM
G01N,C07K,0.0008,0,0.066736,0.08434,SYM
C08G,C08K,0.0008,0,0.075497,0.083384,SYM
F16B,F16L,0.0008,0,0.034314,0.039113,SYM
A61P,C07H,0.0008,0,0.05546,0.05188,GPT
B29D,B60C,0.0008,0,0.070197,0.067938,ASYM
G05G,H01H,0.0008,0,0.047558,0.037691,GPT
F02B,F02P,0.0008,0,0.042478,0.03081,GPT
A01N,C02F,0.0008,0,0.019745,0.014099,ASYM
B65B,B65G,0.0008,0,0.067822,0.07568,SYM
B41F,B41P,0.0008,0,0.260753,0.38171,GPT
C01G,C01P,0.0008,0,0.284284,0.331361,ASYM
C07C,C07F,0.0008,0,0.056213,0.061578,GPT
E21B,E21D,0.0008,0,0.04065,0.040169,GPT
F16L,F01N,0.0008,0,0.031954,0.032006,ASYM
H01L,H10F,0.0008,0,0.041016,0.040253,GPT
F16L,H02G,0.0008,0,0.070692,0.07593,ASYM
E04B,E04D,0.0007,0,0.106707,0.085761,ASYM
H03D,H03L,0.0007,0,0.108553,0.084211,SYM
B65H,B41F,0.0007,0,0.066429,0.066756,ASYM
A01N,A61L,0.0007,0,0.023543,0.03018,SYM
G02F,H10D,0.0007,0,0.031858,0.030905,SYM
C08G,C04B,0.0007,0,0.022876,0.013621,SYM
B23Q,B23B,0.0007,0,0.116256,0.106117,ASYM
B29C,B65D,0.0007,0,0.050888,0.04999,ASYM
A61M,A61L,0.0007,0,0.034126,0.032907,SYM
C07D,C07F,0.0007,0,0.05635,0.063929,GPT
F21V,F21W,0.0007,0,0.188312,0.234957,ASYM
C08F,C08K,0.0007,0,0.033916,0.032109,SYM
B61D,B61F,0.0007,0,0.164384,0.109524,ASYM
C09D,B05D,0.0007,0,0.066884,0.083624,GPT
F16K,G05D,0.0007,0,0.047899,0.037923,SYM
B65H,G07D,0.0007,0,0.036304,0.03336,GPT
B60W,F16H,0.0007,0,0.181197,0.195099,ASYM
A61M,A61B,0.0007,0,0.112469,0.147794,SYM
G06Q,G07G,0.0007,0,0.111386,0.073741,GPT
C08F,C09K,0.0007,0,0.024571,0.021699,SYM
A61P,C07F,0.0007,0,0.03662,0.037386,GPT
A61B,A61F,0.0007,0,0.13973,0.163137,SYM
B01J,C01B,0.0007,0,0.1,0.095326,ASYM
B01D,C02F,0.0006,0,0.088165,0.08891,ASYM
C07C,C07J,0.0006,0,0.007139,0.008278,GPT
C08F,C08L,0.0006,0,0.096,0.106427,SYM
C07C,C08G,0.0006,0,0.036975,0.039363,SYM
C08J,C08L,0.0006,0,0.101909,0.129249,ASYM
C09D,C08J,0.0006,0,0.047912,0.053708,SYM
B29C,C08L,0.0006,0,0.021224,0.027738,SYM
C25D,H05K,0.0006,0,0.034057,0.039374,GPT
G02B,H02G,0.0006,0,0.036893,0.026007,GPT
C23C,C30B,0.0006,0,0.079092,0.059386,GPT
H02G,H01R,0.0006,0,0.090521,0.104762,ASYM
B60G,B62D,0.0006,0,0.120758,0.100546,SYM
B01J,F01N,0.0006,0,0.02253,0.031764,GPT
H05K,C04B,0.0006,0,0.020151,0.013654,SYM
H01B,H01R,0.0006,0,0.025469,0.018731,SYM
H04N,G03B,0.0006,0,0.043077,0.050816,GPT
C10G,C07C,0.0006,0,0.024468,0.022774,GPT
F16H,B60K,0.0006,0,0.1287,0.108467,SYM
G01F,G01N,0.0006,0,0.026495,0.021583,GPT
H01J,B82Y,0.0006,0,0.040323,0.027601,SYM
B29C,B01D,0.0006,0,0.013687,0.012821,SYM
G07F,G07D,0.0006,0,0.08042,0.121429,GPT
H01L,G03F,0.0006,0,0.046405,0.055681,ASYM
B65H,D01H,0.0006,0,0.076858,0.029185,GPT
C22C,H01F,0.0006,0,0.052321,0.038295,SYM
H04J,H04L,0.0006,0,0.13545,0.126632,ASYM
C07C,C07B,0.0006,0,0.036859,0.058539,GPT
C07D,C09K,0.0006,0,0.027833,0.025663,GPT
B65D,B32B,0.0006,0,0.046674,0.047729,SYM
B01J,C10G,0.0005,0,0.101523,0.07556,GPT
G06F,G11B,0.0005,0,0.030757,0.047619,SYM
C08F,C08G,0.0005,0,0.073721,0.066654,SYM
C22C,C22F,0.0005,0,0.098137,0.100599,GPT
A01N,C07D,0.0005,0,0.147174,0.109695,ASYM
B01J,G01N,0.0005,0,0.018844,0.021555,SYM
C12N,C12R,0.0005,0,0.172687,0.131243,GPT
F02B,F01L,0.0005,0,0.097714,0.127517,GPT
C04B,C09K,0.0005,0,0.03869,0.039136,SYM
B01D,F01N,0.0005,0,0.035088,0.058659,GPT
B60K,B62D,0.0005,0,0.056648,0.050121,SYM
C08G,C09J,0.0005,0,0.058773,0.054634,GPT
C08J,C08K,0.0005,0,0.076139,0.082602,SYM
H01S,B82Y,0.0005,0,0.073975,0.104918,SYM
H01L,C30B,0.0005,0,0.035826,0.034855,GPT
C08F,C09D,0.0005,0,0.07623,0.081321,SYM
F16F,B60G,0.0005,0,0.238041,0.18705,SYM
H01L,G02B,0.0005,0,0.013714,0.014861,SYM
H05K,H01R,0.0005,0,0.107655,0.12178,ASYM
F28D,F28F,0.0005,0,0.379518,0.395693,SYM
H01S,H10H,0.0005,0,0.157618,0.155556,ASYM
C09D,C08K,0.0005,0,0.067338,0.06936,SYM
B24B,B23Q,0.0005,0,0.075843,0.085083,ASYM
F27D,F27B,0.0005,0,0.375281,0.397408,SYM
C12N,C12Q,0.0005,0,0.060021,0.094475,ASYM
H01L,C04B,0.0005,0,0.020816,0.020479,SYM
G01N,C12Q,0.0004,0,0.14927,0.133286,GPT
C12N,C12P,0.0004,0,0.215869,0.166283,ASYM
C09D,C08G,0.0004,0,0.11496,0.125216,ASYM
A61B,A61L,0.0004,0,0.035319,0.040541,SYM
H10D,H10B,0.0004,0,0.141988,0.163432,GPT
C08F,G02B,0.0004,0,0.029581,0.02468,SYM
B32B,C08J,0.0004,0,0.046494,0.070693,SYM
B29K,C08J,0.0004,0,0.088803,0.075159,SYM
F25B,F25D,0.0004,0,0.145791,0.137432,SYM
B29C,B29B,0.0004,0,0.068414,0.07174,GPT
C04B,H10N,0.0004,0,0.097906,0.066272,GPT
F02B,F02M,0.0004,0,0.184811,0.177053,ASYM
B29C,B29D,0.0004,0,0.107486,0.106128,GPT
C01B,C01P,0.0004,0,0.128042,0.140439,SYM
H04N,G06F,0.0004,0,0.026658,0.03706,SYM
C04B,C23C,0.0004,0,0.033401,0.043619,SYM
A61M,A61F,0.0004,0,0.047322,0.057384,SYM
F24C,H05B,0.0004,0,0.090206,0.074201,GPT
C07C,C07D,0.0004,0,0.152334,0.181982,SYM
C08L,C08K,0.0004,0,0.215267,0.223449,SYM
B32B,C04B,0.0003,0,0.018713,0.021044,SYM
B01D,G01N,0.0003,0,0.031955,0.02836,SYM
H04N,G02B,0.0003,0,0.035002,0.054634,SYM
F22B,F23C,0.0003,0,0.139303,0.116095,SYM
C08K,C09K,0.0003,0,0.039216,0.032935,SYM
C12N,A01N,0.0003,0,0.026717,0.023948,SYM
G02F,B82Y,0.0003,0,0.047619,0.028512,SYM
C08L,C09J,0.0003,0,0.119723,0.114767,GPT
H01L,H10D,0.0003,0,0.223067,0.205364,ASYM
C12N,C12Y,0.0002,0,0.124408,0.108094,GPT
B29C,B29L,0.0002,0,0.301854,0.326482,ASYM
F02B,F02F,0.0002,0,0.164854,0.185484,ASYM
C08G,C08L,0.0002,0,0.167562,0.175506,SYM
B29C,B29K,0.0002,0,0.334845,0.325376,ASYM
